wind,area
8.934999704360962,2676092887.121869
8.514999866485596,2676092887.121869
7.837499618530273,2676092887.121869
7.389999866485596,2676092887.121869
7.224999904632568,2676092887.121869
7.2200000286102295,2676092887.121869
7.144999742507935,2676092887.121869
7.052499771118164,2676092887.121869
6.967499852180481,2676092887.121869
7.214999794960022,2676092887.121869
7.5274999141693115,2886354611.2452292
7.217499852180481,2886354611.2452292
7.014999866485596,2886354611.2452292
7.00249981880188,2886354611.2452292
6.984999895095825,2886354611.2452292
6.994999885559082,2886354611.2452292
7.264999866485596,2886354611.2452292
8.184999704360962,2886354611.2452292
6.652499794960022,2886354611.2452292
8.12499988079071,2886354611.2452292
9.414999723434448,2886354611.2452292
9.987499713897705,2886354611.2452292
9.849999904632568,2886354611.2452292
9.587499618530273,2886354611.2452292
9.362499952316284,2886354611.2452292
6.927499890327454,3095737123.7931633
6.589999794960022,3095737123.7931633
6.392499804496765,3095737123.7931633
6.379999756813049,3095737123.7931633
6.349999785423279,3095737123.7931633
6.352499842643738,3095737123.7931633
6.512499809265137,3095737123.7931633
6.629999756813049,3095737123.7931633
6.75249981880188,3095737123.7931633
7.414999842643738,3095737123.7931633
7.627499938011169,3095737123.7931633
7.819999933242798,3095737123.7931633
8.082499980926514,3095737123.7931633
8.312499761581421,3095737123.7931633
8.457499980926514,3095737123.7931633
8.574999570846558,3095737123.7931633
7.7499998807907104,3304176644.8240747
7.414999723434448,3304176644.8240747
7.0274999141693115,3304176644.8240747
6.644999861717224,3304176644.8240747
6.254999876022339,3304176644.8240747
6.1549999713897705,3304176644.8240747
6.179999947547913,3304176644.8240747
6.264999866485596,3304176644.8240747
6.232499837875366,3304176644.8240747
6.164999842643738,3304176644.8240747
8.349999904632568,3304176644.8240747
8.914999961853027,3304176644.8240747
8.004999995231628,3304176644.8240747
8.224999904632568,3304176644.8240747
8.307499885559082,3304176644.8240747
9.209999799728394,3304176644.8240747
7.8349997997283936,3511609681.6408205
7.659999847412109,3511609681.6408205
8.577499687671661,3511609681.6408205
7.174999833106995,3511609681.6408205
6.887499809265137,3511609681.6408205
6.609999895095825,3511609681.6408205
6.427499771118164,3511609681.6408205
6.309999942779541,3511609681.6408205
6.294999837875366,3511609681.6408205
6.2149999141693115,3511609681.6408205
6.402499675750732,3511609681.6408205
6.579999923706055,3511609681.6408205
6.6499998569488525,3511609681.6408205
6.394999861717224,3511609681.6408205
6.494999885559082,3511609681.6408205
6.654999852180481,3511609681.6408205
6.5549997091293335,3511609681.6408205
6.9674999713897705,3511609681.6408205
6.792499899864197,3511609681.6408205
6.769999742507935,3511609681.6408205
7.039999842643738,3511609681.6408205
7.144999861717224,3511609681.6408205
7.204999804496765,3511609681.6408205
7.2749998569488525,3511609681.6408205
7.584999918937683,3511609681.6408205
7.734999775886536,3511609681.6408205
8.117499709129333,3511609681.6408205
8.149999737739563,3511609681.6408205
8.47249984741211,3511609681.6408205
8.72249984741211,3511609681.6408205
8.494999885559082,3511609681.6408205
9.867499828338623,3511609681.6408205
11.057499885559082,3511609681.6408205
9.87749981880188,3511609681.6408205
8.682499885559082,3511609681.6408205
8.622499942779541,3511609681.6408205
9.357499718666077,3511609681.6408205
9.291249871253967,3511609681.6408205
8.75124979019165,3717973048.1307716
8.701249897480011,3717973048.1307716
8.711249768733978,3717973048.1307716
7.569999814033508,3717973048.1307716
7.4649999141693115,3717973048.1307716
7.454999804496765,3717973048.1307716
7.342499852180481,3717973048.1307716
7.0624998807907104,3717973048.1307716
6.774999976158142,3717973048.1307716
6.697499871253967,3717973048.1307716
7.949999809265137,3717973048.1307716
7.9599997997283936,3717973048.1307716
7.987499892711639,3717973048.1307716
6.772499680519104,3717973048.1307716
6.800000071525574,3717973048.1307716
6.852499842643738,3717973048.1307716
6.687499761581421,3717973048.1307716
6.644999742507935,3717973048.1307716
6.699999809265137,3717973048.1307716
6.809999942779541,3717973048.1307716
6.959999918937683,3717973048.1307716
7.789999902248383,3717973048.1307716
7.017499804496765,3717973048.1307716
7.741249978542328,3717973048.1307716
7.761249780654907,3717973048.1307716
7.68999981880188,3717973048.1307716
7.711249887943268,3717973048.1307716
7.809999763965607,3717973048.1307716
7.9012497663497925,3717973048.1307716
7.9337499141693115,3717973048.1307716
7.943749725818634,3717973048.1307716
7.948749899864197,3717973048.1307716
7.996249854564667,3717973048.1307716
7.937499761581421,3717973048.1307716
7.896249711513519,3717973048.1307716
7.784999907016754,3717973048.1307716
7.679999828338623,3717973048.1307716
7.2149999141693115,3717973048.1307716
7.12749969959259,3717973048.1307716
10.262499809265137,3717973048.1307716
6.78249979019165,3717973048.1307716
6.679999828338623,3717973048.1308193
6.759999871253967,3717973048.1308193
6.717499732971191,3717973048.1308193
7.06499981880188,3717973048.1308074
8.732499837875366,3717973048.1308193
8.469999551773071,3717973048.1307716
9.168749809265137,3717973048.1307716
8.921249747276306,3717973048.1307716
8.674999713897705,3923203884.013378
8.686249792575836,3923203884.013378
8.777499794960022,3923203884.013378
8.75499963760376,3923203884.013378
8.90999972820282,3923203884.013378
8.327499866485596,3923203884.013378
8.132499814033508,3923203884.013378
7.979999780654907,3923203884.013378
7.9075000286102295,3923203884.013378
8.703749775886536,3923203884.013378
7.667499780654907,3923203884.013378
8.379999876022339,3923203884.013378
7.437499761581421,3923203884.013378
8.386249601840973,3923203884.013378
8.353749811649323,3923203884.013378
8.37999975681305,3923203884.013378
8.356249928474426,3923203884.013378
8.194999694824219,3923203884.013378
8.057499706745148,3923203884.013378
8.023749768733978,3923203884.013378
7.999999821186066,3923203884.013378
7.9662498235702515,3923203884.013378
8.017499685287476,3923203884.013378
7.92499977350235,3923203884.013378
7.787499725818634,3923203884.013378
7.634999930858612,3923203884.013378
7.586249828338623,3923203884.013378
7.5849997997283936,3923203884.013378
7.586249947547913,3923203884.013378
7.6512497663497925,3923203884.013378
7.743749797344208,3923203884.013378
7.806249976158142,3923203884.013378
7.893749833106995,3923203884.013378
7.926249802112579,3923203884.013378
7.884999871253967,3923203884.013378
7.751249670982361,3923203884.013378
7.65749979019165,3923203884.013378
7.702499806880951,3923203884.013378
7.719999849796295,3923203884.013378
7.70499986410141,3923203884.013378
7.6687498688697815,3923203884.013378
7.601249933242798,3923203884.013378
7.6374998688697815,3923203884.013378
7.437499761581421,3923203884.013378
7.834999680519104,3923203884.013378
6.794999837875366,3923203884.0134277
6.7424997091293335,3923203884.0134277
6.707499742507935,3923203884.0134277
7.349999725818634,3923203884.0134277
7.209999918937683,3923203884.0134277
7.033749878406525,3923203884.0134277
7.067499935626984,3923203884.0134277
7.069999873638153,3923203884.0134277
