year,SSS,SST,SSH,CHL,MLD,xCO2,lat,lon,fCO2,DeltaCO2
2001.0,33.8554375,2.3356875,-0.8118125,0.21235647797584534,57.5622923374176,367.3038136404357,-55.5,63.5,350.1940612792969,-17.109752361138813
2001.0,33.8578125,2.4528124999999994,-0.8115625,0.25644442439079285,57.612988864221876,367.3064747732482,-55.5,64.5,344.82757568359375,-22.47889908965448
2001.0,33.86325000000001,2.4228749999999994,-0.7673125000000001,0.2781081795692444,57.60612303210843,367.3035751031444,-55.5,65.5,348.4750061035156,-18.82856899962877
2001.0,33.8451875,3.2502499999999994,-0.8903125000000001,0.20994757115840912,42.369481917350534,367.3731389292295,-55.5,147.5,363.3909606933594,-3.982178235870152
2001.0,33.8850625,4.026812499999999,-0.7373125,0.2448299974203109,45.55422183775133,367.3777348764952,-55.5,148.5,371.6549072265625,4.27717235006736
2001.0,33.97031250000001,7.0768749999999985,0.06287500000000001,0.19919128715991974,31.2622994184494,367.27193421924426,-55.5,-63.5,342.22308349609375,-25.04885072315051
2001.0,33.9839375,6.7961875,-0.1053125,0.17428740859031674,28.924584150314328,367.2733197172912,-55.5,-62.5,351.808349609375,-15.4649701079162
2001.0,33.84518750000001,2.8488125,-0.7289375,0.2432309836149216,58.86087339924228,367.33626959492386,-54.5,64.5,353.2723083496094,-14.063961245314488
2001.0,33.852374999999995,2.887625,-0.713125,0.2907865345478058,55.4914389656436,367.33077948261916,-54.5,65.5,345.21429443359375,-22.116485049025417
2001.0,33.858875,2.8063125,-0.6945,0.2929523885250092,61.797253062648146,367.32278998066613,-54.5,66.5,340.566650390625,-26.756139590041126
2001.0,33.91525,4.7330625,-0.7093750000000001,0.2360529750585556,43.782042880212096,367.3793702780137,-54.5,147.5,360.8194580078125,-6.55991227020121
2001.0,33.85825,8.259999999999998,0.406,0.8425016999244691,50.60436029126567,367.30176124445535,-54.5,-64.5,328.3999938964844,-38.901767347970974
2001.0,33.9455,7.826375,0.3173125,0.4633826017379761,58.70272276862975,367.3031467425023,-54.5,-63.5,337.99310302734375,-29.310043715158553
2001.0,33.838875,3.2583125,-0.66025,0.2682546377182007,59.128176481493064,367.357983862094,-53.5,65.5,347.386962890625,-19.971020971468988
2001.0,33.8478125,3.12475,-0.6586875000000001,0.2880553603172302,63.427072717297456,367.34999436014084,-53.5,66.5,341.3769226074219,-25.973071752718965
2001.0,33.8575625,2.934125,-0.6593125,0.2985040247440338,62.2141578812753,367.34095489878996,-53.5,67.5,338.79998779296875,-28.54096710582121
2001.0,33.9935625,6.022499999999999,-0.532125,0.19996172189712524,45.11660726608768,367.38437729581284,-53.5,147.5,353.6253967285156,-13.758980567297215
2001.0,33.501875,8.6601875,0.45725,1.6053123474121094,23.13140314432883,367.33581800599467,-53.5,-65.5,327.6538391113281,-39.681978894666535
2001.0,33.723875,8.276812499999998,0.38775,1.1826534271240234,31.11616716077251,367.3329737677134,-53.5,-64.5,327.0478210449219,-40.28515272279151
2001.0,33.838625,3.2230000000000003,-0.6564375,0.28765052556991577,67.65433915199772,367.37404883404054,-52.5,66.5,341.0366516113281,-26.33739722271241
2001.0,33.8509375,3.2080625,-0.687,0.291618674993515,62.03659385250461,367.35918677349366,-52.5,67.5,339.3265686035156,-28.032618169978036
2001.0,33.8680625,3.309125,-0.6515625,0.3206517696380615,62.531804953851996,367.3443247129468,-52.5,68.5,341.72308349609375,-25.621241216853036
2001.0,34.0420625,6.375375,-0.4405625,0.1911894530057907,46.417498888507964,367.3801460346818,-52.5,147.5,359.3315734863281,-8.048572548353661
2001.0,32.99525,9.4395,0.427375,1.1640100479125977,18.680641127209512,367.38714211168025,-52.5,-67.5,337.8888854980469,-29.49825661363337
2001.0,33.2030625,9.006625,0.43775,0.7883562445640564,22.62084748283509,367.3759787816021,-52.5,-66.5,361.20001220703125,-6.17596657457085
2001.0,33.3628125,8.767125,0.3926875,1.6525732278823853,25.790453593577105,367.3670305292527,-52.5,-65.5,365.6749877929688,-1.692042736283952
2001.0,33.844,3.44575,-0.6116874999999999,0.30781328678131104,62.85854667232883,367.37600934682416,-51.5,67.5,345.2689208984375,-22.107088448386666
2001.0,33.86875,3.4248125,-0.6286875000000001,0.3432899117469788,63.373572049602394,367.3611472862772,-51.5,68.5,342.6255187988281,-24.73562848744911
2001.0,33.894562500000006,3.363125,-0.6558750000000001,0.3474102020263672,67.1003039498483,367.3462852257305,-51.5,69.5,340.6499938964844,-26.69629132924615
2001.0,34.1605625,8.249625,0.12875,0.2695108950138092,51.5416195854064,367.37156283872383,-51.5,147.5,354.51727294921875,-12.854289889505086
2001.0,32.909875,9.9995625,0.4649375,2.2406954765319824,29.068608670465412,367.42244689071435,-51.5,-67.5,295.04998779296875,-72.37245909774559
2001.0,33.0744375,9.64975,0.4619375,1.106804370880127,31.249485769579486,367.4112835606362,-51.5,-66.5,278.0333251953125,-89.37795836532369
2001.0,33.84425,3.708875,-0.6191875,0.2862831652164459,63.48551912461557,367.37240675507826,-50.5,68.5,342.53887939453125,-24.833527360547013
2001.0,33.878249999999994,3.6495625,-0.6280000000000001,0.3693140149116516,66.91407119074175,367.3575446945314,-50.5,69.5,336.1819763183594,-31.175568376172013
2001.0,33.90412499999999,3.543625,-0.650875,0.5422016382217407,65.9999002256701,367.3430793625001,-50.5,70.5,332.0869445800781,-35.25613478242195
2001.0,34.2883125,10.1668125,0.463875,0.4224349856376648,57.210216468380345,367.34919496127196,-50.5,146.5,339.17413330078125,-28.175061660490712
2001.0,34.2853125,9.9655,0.5308125000000001,0.5523325800895691,65.85028694521996,367.3458007278722,-50.5,147.5,334.3131408691406,-33.03265985873156
2001.0,33.116812499999995,10.6773125,0.5163125,2.5000529289245605,33.79021742266993,367.4408146153514,-50.5,-66.5,280.22915649414057,-87.2116581212108
2001.0,33.73468750000001,4.4174375,-0.57125,0.2727607488632202,58.09179595978029,367.4126350352562,-49.5,66.5,341.1214294433594,-26.291205591896812
2001.0,33.745875,4.298625,-0.58975,0.2352918088436127,58.65287418519296,367.3983222911156,-49.5,67.5,333.89697265625,-33.50134963486562
2001.0,33.75675,4.305,-0.5558125,0.3499976396560669,55.6394188268013,367.3836662238791,-49.5,68.5,304.6520080566406,-62.73165816723849
2001.0,33.76578571428571,4.4375714285714265,-0.5634285714285715,0.4473751485347748,76.48651295323526,367.36880416333224,-49.5,69.5,301.17498779296875,-66.19381637036349
2001.0,33.8283125,4.2725624999999985,-0.5900624999999999,0.4255222678184509,69.38768527794444,367.354338831301,-49.5,70.5,279.25958251953125,-88.09475631176973
2001.0,33.8776875,3.954125,-0.6409374999999999,0.918325662612915,63.279047350729655,367.34027022778537,-49.5,71.5,301.7416687011719,-65.59860152661349
2001.0,34.3996875,10.84575,0.5285,0.3635563254356384,54.3977774535456,367.3229866152803,-49.5,146.5,337.9171142578125,-29.405872357467786
2001.0,34.4034375,10.6955,0.554125,0.32271841168403625,54.90000664418743,367.3199104434053,-49.5,147.5,330.6239318847656,-36.695978558639695
2001.0,33.2420625,11.728000000000002,0.5120625000000001,2.8980226516723637,31.62607671753053,367.45516585619384,-49.5,-66.5,282.6499938964844,-84.80517195970947
2001.0,33.302687500000005,11.863625,0.5096875000000001,1.9424982070922847,29.85458808560525,367.4317222526783,-49.5,-65.5,287.7470703125,-79.6846519401783
2001.0,33.699,5.5504375,-0.4616250000000001,0.15981800854206085,47.114656217636615,367.47897407159417,-48.5,60.5,355.8999938964844,-11.578980175109795
2001.0,33.6968125,5.285,-0.4809375,0.16708773374557495,52.470225987895844,367.4703131829222,-48.5,61.5,355.35791015625,-12.112403026672213
2001.0,33.698,4.9616875,-0.5158750000000001,0.2029321640729904,47.80926729017689,367.4616522942503,-48.5,62.5,348.5063781738281,-18.955274120422192
2001.0,33.6995,4.8816875,-0.5235624999999999,0.2171315848827362,47.98694650588497,367.45299140557853,-48.5,63.5,346.22857666015625,-21.224414745422283
2001.0,33.7048125,4.663625,-0.561625,0.2668183445930481,50.175448363827115,367.4461418179783,-48.5,64.5,341.2603454589844,-26.185796358993912
2001.0,33.7018125,4.8188125,-0.574875,0.2436216324567795,53.59692291290529,367.43749008457985,-48.5,65.5,341.51873779296875,-25.9187522916111
2001.0,33.6971875,5.028499999999998,-0.5561250000000001,0.22349391877651206,53.089298086781646,367.4231773404392,-48.5,66.5,342.98333740234375,-24.439839938095474
2001.0,33.7736875,4.6115625,-0.5825,0.817581832408905,63.48929943576936,367.3655983001018,-48.5,70.5,300.2882385253906,-67.07735977471123
2001.0,33.82487500000001,4.323874999999999,-0.6527499999999999,0.4430560767650604,71.87197463743149,367.3545204207624,-48.5,71.5,310.4758605957031,-56.87865982505929
2001.0,34.486125,11.104375,0.4258125,0.3309919536113739,46.687201111547395,367.2967782692888,-48.5,146.5,337.6977233886719,-29.599054880616908
2001.0,34.484500000000004,11.1253125,0.485875,0.359693706035614,42.42018157051457,367.2937020974137,-48.5,147.5,330.32989501953125,-36.96380707788245
2001.0,33.3075625,11.9073125,0.5210625,2.5209941864013667,27.721654476657985,367.4460734935208,-48.5,-65.5,272.5,-94.94607349352086
2001.0,33.745437499999994,6.023375,-0.456125,0.15402738749980927,45.92813043055996,367.54114074287554,-47.5,54.5,363.3999938964844,-4.141146846391166
2001.0,33.7340625,6.356562499999999,-0.472125,0.16323600709438324,49.465556475424,367.53257954483735,-47.5,55.5,361.8399963378906,-5.692583206946722
2001.0,33.72868750000001,6.8186874999999985,-0.419375,0.19374066591262806,49.55694002489889,367.52357075577487,-47.5,56.5,363.2516174316406,-4.271953324134245
2001.0,33.7381875,7.495062499999999,-0.321625,0.22572003304958346,48.45711366591915,367.51456196671217,-47.5,57.5,357.22222900390625,-10.292332962805917
2001.0,33.748375,7.580875000000002,-0.287125,0.18769629299640656,49.34567028476346,367.5055531776497,-47.5,58.5,355.48748779296875,-12.018065384680936
2001.0,33.7249375,6.6536875,-0.35325,0.1547725647687912,50.74801108144945,367.4965443885872,-47.5,59.5,364.9947509765625,-2.5017934120247105
2001.0,33.717875,6.3560625,-0.3895,0.15735095739364624,52.97544520132003,367.48770954972014,-47.5,60.5,370.07427978515625,2.5865702354361133
2001.0,33.809625,4.7660624999999985,-0.6050625,0.8933942914009094,59.85073538749449,367.3704520421363,-47.5,71.5,291.4578857421875,-75.91256629994882
2001.0,33.8364375,4.864812499999998,-0.627125,0.9660523533821106,59.2716198967349,367.3607779698707,-47.5,72.5,263.79998779296875,-103.56079017690195
2001.0,34.633812500000005,12.562625,0.487875,0.36011841893196106,33.50343121251753,367.2928164377463,-47.5,146.5,322.06427001953125,-45.228546418215046
2001.0,34.6416875,12.6566875,0.5866875,0.38755813241004944,39.987156733389824,367.2897402658713,-47.5,147.5,323.5737609863281,-43.71597927954315
2001.0,33.2775625,11.8635,0.5204000000000001,1.4107578992843628,26.34860731965752,367.47638714507735,-47.5,-65.5,347.9375,-19.538887145077354
2001.0,33.384125,12.343062499999998,0.4898125,2.9218921661376966,22.199012008405504,367.44694905633116,-47.5,-64.5,346.0,-21.446949056331164
2001.0,33.7499375,6.493499999999999,-0.305875,0.20063188672065727,39.98658023726557,367.5611534139536,-46.5,51.5,369.5206909179688,1.9595375040151453
2001.0,33.749500000000005,6.29,-0.358375,0.19682250916957847,37.88133512004729,367.5504852269754,-46.5,52.5,370.5343017578125,2.9838165308371467
2001.0,33.7415625,6.4840625,-0.4358125,0.1552090346813202,37.03824777756968,367.542514035569,-46.5,53.5,372.5079040527344,4.9653900171653635
2001.0,33.737812500000004,7.121437499999999,-0.46475,0.1851157248020172,37.30452750959704,367.5345428441629,-46.5,54.5,366.1444396972656,-1.3901031468972749
2001.0,33.910250000000005,6.331125,-0.4445,0.2862345278263092,48.911236501509144,367.37491404754746,-46.5,72.5,355.9525451660156,-11.422368881531836
2001.0,33.38787500000001,12.8540625,0.4360625,1.7779490947723389,21.64572189315673,367.50441871282766,-46.5,-64.5,304.3599853515625,-63.14443336126514
2001.0,33.72975,7.503624999999999,-0.3434375,0.4433929324150085,31.432948993098353,367.56662775745065,-45.5,51.5,340.56121826171875,-27.005409495731893
2001.0,34.123437499999994,9.0846875,0.0485625,0.2196078598499298,54.33153676217603,367.39639876007936,-45.5,72.5,364.5631408691406,-2.8332578909387403
2001.0,34.13556249999999,9.1358125,0.10112500000000002,0.2358776479959488,61.87147685020201,367.3990293753137,-45.5,73.5,331.42999267578125,-35.969036699532474
2001.0,33.3363125,14.7423125,0.451375,0.8180069923400879,23.52036219258462,367.56164034405464,-45.5,-64.5,280.963623046875,-86.59801729717964
2001.0,33.4089375,14.80275,0.4493125,1.362301468849182,24.015393576314374,367.52670382061706,-45.5,-63.5,299.8999938964844,-67.62670992413268
2001.0,33.7486875,8.3693125,-0.3738125,0.5991356372833252,24.77320372096953,367.58932011852585,-44.5,50.5,325.8428649902344,-41.746455128291466
2001.0,33.7475625,8.668312499999999,-0.402375,0.2726670503616333,28.03746969469132,367.57210210094775,-44.5,51.5,311.7416687011719,-55.83043339977587
2001.0,34.3765625,11.68775,0.5989374999999999,0.41825515031814575,123.69867804742628,367.42922990203004,-44.5,73.5,322.9571533203125,-44.47207658171755
2001.0,33.334375,16.0375,0.45675,0.5659812092781067,24.885104983083664,367.58392545184387,-44.5,-63.5,325.28094482421875,-42.30298062762512
2001.0,33.963562499999995,10.0985625,-0.28118750000000003,0.1999788582324981,24.019001670422092,367.6427563823567,-43.5,48.5,361.6333312988281,-6.009425083528528
2001.0,33.9155625,10.099375,-0.27056250000000004,0.2227063477039337,22.56323131245952,367.62986575735664,-43.5,49.5,360.9150085449219,-6.714857212434765
2001.0,33.8653125,9.94525,-0.3053125,0.27040377259254456,21.42801469179892,367.6167126811847,-43.5,50.5,349.9705810546875,-17.646131626497212
2001.0,34.6088125,12.132375,0.5468124999999999,0.3232292532920837,68.10067981289279,367.46553928065237,-43.5,73.5,318.8666687011719,-48.5988705794805
2001.0,34.5884375,11.8341875,0.5646875,0.4194824993610382,43.45596734939083,367.46816989588683,-43.5,74.5,331.1384582519531,-36.3297116439337
2001.0,33.38375,16.71825,0.4553125,0.6687461137771606,22.325220950188175,367.5965304152221,-43.5,-63.5,315.5083312988281,-52.088199116393966
2001.0,33.438625,16.4103125,0.4624375000000001,0.762829065322876,22.443940270331602,367.5615938917846,-43.5,-62.5,311.0466613769531,-56.51493251483146
2001.0,34.2649375,12.0204375,-0.085625,0.2347918450832367,28.145921551412147,367.6980153980032,-42.5,47.5,360.7208251953125,-6.977190202690679
2001.0,34.161,11.7774375,-0.163,0.17149755358695984,28.97001481825305,367.68512477300317,-42.5,48.5,378.0171508789063,10.332026105903084
2001.0,34.77800000000001,12.672625,0.5358750000000001,0.2968030273914337,39.91687516627773,367.5096298801889,-42.5,74.5,330.47637939453125,-37.033250485657675
2001.0,34.729,11.9323125,0.408375,0.29005739092826843,41.906897133396534,367.5093308079232,-42.5,75.5,336.9800109863281,-30.52931982159509
2001.0,33.5221875,16.723125,0.4940625,1.4218220710754397,19.90048577131764,367.536580843404,-42.5,-62.5,323.6772766113281,-43.85930423207589
2001.0,34.6248125,15.28675,0.13624999999999998,0.2927641570568085,27.476096801219448,367.7498318634939,-41.5,46.5,324.62750244140625,-43.12232942208766
2001.0,34.6666875,16.0224375,0.2476875,0.3620918691158295,28.157415688037872,367.7388333283377,-41.5,47.5,358.3900146484375,-9.348818679900203
2001.0,34.901375,13.1598125,0.517625,0.2961355447769165,36.65840621148386,367.5507907922253,-41.5,75.5,345.38372802734375,-22.167062764881567
2001.0,33.6555,18.0861875,0.4783125,0.9239822030067444,18.664343751886843,367.5321288993558,-41.5,-62.5,433.52728271484375,65.99515381548792
2001.0,33.652249999999995,17.4676875,0.473375,0.8814335465431213,19.325928586144602,367.5222839286528,-41.5,-61.5,447.8555603027344,80.33327637408155
2001.0,34.964125,18.3858125,0.5896875,0.2922574579715729,52.92599519991105,367.8049941612621,-40.5,44.5,315.1352844238281,-52.66970973743395
2001.0,35.004999999999995,18.5513125,0.5866875,0.2953592538833618,31.378189684883232,367.80072856151793,-40.5,45.5,317.3577880859375,-50.44294047558043
2001.0,35.07225,14.771875,0.5751875,0.2893129587173462,39.159073868105494,367.5922507765274,-40.5,75.5,328.5142822265625,-39.07796854996491
2001.0,35.0746875,14.826125,0.5953124999999999,0.27590838074684143,36.015292856001075,367.58902201676176,-40.5,76.5,326.28887939453125,-41.3001426222305
2001.0,33.75175,19.297,0.4701875,1.4515351057052612,23.018687632776075,367.5300292880111,-40.5,-61.5,459.0555419921875,91.52551270417636
2001.0,35.2473125,20.112875,0.8400000000000001,0.1976057589054108,56.41071924855632,367.8716663188794,-39.5,43.5,328.5324401855469,-39.339226133332545
2001.0,35.261625,20.244125,1.069375,0.15595707297325134,56.65363284849351,367.8766435666038,-39.5,44.5,318.01739501953125,-49.85924854707258
2001.0,35.146437500000005,15.480250000000002,0.6163125,0.288739025592804,29.83739943465879,367.6469871075942,-39.5,76.5,325.64715576171875,-41.99983134587541
2001.0,35.1230625,14.9994375,0.5968125,0.2740957736968994,32.86041590475267,367.6437583478285,-39.5,77.5,328.70001220703125,-38.94374614079726
2001.0,35.380125,20.704875,0.9216875,0.18371562659740448,27.98369430342029,367.94793099755617,-38.5,41.5,323.7699890136719,-44.177941983884295
2001.0,35.40725,20.50475,1.091,0.1410147249698639,51.55624450022174,367.95303964013425,-38.5,42.5,328.677490234375,-39.27554940575925
2001.0,35.42043750000001,20.02975,1.2238125000000002,0.1360124945640564,52.660783229335664,367.9579236394079,-38.5,43.5,335.38751220703125,-32.57041143237666
2001.0,35.1965625,15.88025,0.6258125,0.3529295921325684,33.76570909254013,367.7083747898005,-38.5,77.5,327.8299865722656,-39.878388217534855
2001.0,35.4575,21.211875,1.0759999999999998,0.1774255782365799,52.13312065409076,368.0293043188111,-37.5,40.5,322.02801513671875,-46.00128918209237
2001.0,35.497125,20.797,1.1730625,0.11496897786855698,52.01716813541229,368.034400245415,-37.5,41.5,323.92572021484375,-44.10868003057124
2001.0,35.2631875,16.9958125,0.6412500000000001,0.3291501998901367,29.934053705584606,367.79634507297317,-37.5,76.5,330.98065185546875,-36.81569321750442
2001.0,35.257375,17.006062500000002,0.639125,0.3314680457115173,32.39923556004801,367.7832591354732,-37.5,77.5,324.75225830078125,-43.03100083469195
2001.0,35.5465,21.1005625,1.12325,0.12550686299800873,44.563422099236526,368.115680318219,-36.5,40.5,330.528564453125,-37.587115865094006
2001.0,35.3168125,17.936625,0.7083125,0.20976972579956046,28.17187882238819,367.8994508158223,-36.5,74.5,352.1666564941406,-15.732794321681695
2001.0,35.308875,17.6985,0.6701875,0.26870474219322205,27.964163457193685,367.88691655514396,-36.5,75.5,335.3773498535156,-32.50956670162833
2001.0,35.3000625,17.6719375,0.6439375,0.21839919686317444,29.08467954974021,367.87383061764405,-36.5,76.5,331.21875,-36.655080617644046
2001.0,35.3959375,19.1650625,0.649125,0.1662389189004898,26.114827694431423,367.9677320545072,-35.5,73.5,358.01153564453125,-9.956196409975917
2001.0,35.386687499999994,19.0725625,0.6743125000000001,0.13408632576465607,25.66184442274032,367.9537427966945,-35.5,74.5,355.1886291503906,-12.765113646303856
2001.0,35.461,19.533,0.734875,0.13197624683380127,27.52614260488941,368.0318031884176,-34.5,72.5,359.49615478515625,-8.535648403261348
2001.0,35.46493750000001,19.6950625,0.7136250000000001,0.11219952255487442,27.546615623658706,368.0178139306051,-34.5,73.5,352.3702087402344,-15.647605190370767
2001.0,35.5693125,20.443125,0.723875,0.07700216770172119,30.076506180147966,368.12183622369935,-33.5,70.5,375.29522705078125,7.173390827081902
2001.0,35.575375,20.4819375,0.7075625000000001,0.07268059998750688,27.458019664210656,368.10417875299623,-33.5,71.5,373.558837890625,5.4546591376287665
2001.0,35.5679375,20.4396875,0.750375,0.06015467271208761,28.18632617688948,368.08652128229306,-33.5,72.5,373.6000061035156,5.513484821222562
2001.0,35.6481875,21.0143125,0.7675624999999999,0.05164588615298271,28.92575518546565,368.19111999797684,-32.5,69.5,378.536376953125,10.345256955148102
2001.0,35.64875,20.8776875,0.703375,0.06294108927249907,29.069691154264632,368.17544616985197,-32.5,70.5,373.8861083984375,5.710662228585534
2001.0,35.68837499999999,21.9355,0.7505625,0.04350357502698898,28.310031021794963,368.2496650814685,-31.5,67.5,381.3444519042969,13.094786822828386
2001.0,35.70325,21.6065625,0.71475,0.0478367879986763,29.85444252721725,368.23597489592163,-31.5,68.5,386.25238037109375,18.01640547517212
2001.0,35.71925,21.5278125,0.6806875000000001,0.03545570746064186,30.553321200032396,368.2222847103748,-31.5,69.5,380.8999938964844,12.677709186109553
2001.0,35.690125,22.59543750000001,0.7382500000000001,0.03333679586648941,33.75196605728519,368.28747296100676,-30.5,66.5,402.6703796386719,34.38290667766512
2001.0,35.70950000000001,22.5511875,0.7773125000000001,0.029364043846726418,34.05099363865391,368.27975201374113,-30.5,67.5,389.6000061035156,21.32025408977449
2001.0,35.66475,23.1673125,0.883125,0.02739560790359974,33.23843628360379,368.3185654504515,-29.5,65.5,373.1783752441406,4.859809793689124
2001.0,35.68006250000001,22.8785625,0.8040625,0.03106651827692985,33.08808346717589,368.3108445031859,-29.5,66.5,401.2912902832031,32.98044578001725
2001.0,35.5985625,23.83875,0.8893125000000001,0.04029620811343193,33.06981492042541,368.36273421620194,-28.5,63.5,375.7916564941406,7.428922277938683
2001.0,35.611125,23.754875,0.912375,0.038601763546466834,35.324835219690875,368.35038680409247,-28.5,64.5,372.1148986816406,3.764511877548159
2001.0,35.6333125,23.424875,0.91175,0.03342200443148613,33.211466789245605,368.34045231499016,-28.5,65.5,373.7799987792969,5.439546464306773
2001.0,35.5146875,24.3188125,0.8836875,0.038060888648033135,30.566612466689076,368.391361226222,-27.5,62.5,376.03704833984375,7.6456871136217615
2001.0,35.546625,24.06375,0.8166875,0.03963120654225349,31.20411267203669,368.3790138141126,-27.5,63.5,375.984375,7.605361185887375
2001.0,35.3783125,25.3401875,0.9794375,0.050903648138046265,29.99683440116145,368.44583651873,-26.5,61.5,365.0439147949219,-3.4019217238081296
2001.0,35.424375,25.097625,0.994875,0.04899942129850388,28.680033145412327,368.4150625929487,-26.5,62.5,360.3761901855469,-8.038872407401811
2001.0,35.252125,25.6461875,1.063375,0.053542502224445336,28.421516053138237,368.5347721909805,-25.5,59.5,363.6199951171875,-4.9147770737930045
